,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Top3_sector_percent,Top5_sector_percent,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous
FOGBR05KLT,Fidelity France A-Acc-EUR,1,4,Mid_Small-Cap,0.0,9.29,31.67,25.73,68.24,-0.7,3.1,5.25,1.95,-0.04,3.75,55061692.0,4,4410.3960799999995,5,-3.72,1.22,88.63,27.85,0.05,3,3,3.0,0,12.38,1.24,0.59,7.0,1.26,15.02,-17.06,-11.09,-12.91,-10.98,36.0,3,28.0,51.71,74.17,18.4,22.03,13.42,27.24,12.06,93.58,25.12,97.45,70.52,21.84,90.34,8.91,8.91,100.0,70.73,40.14,94.76,15.0,1.0,84.25,67.57,30.27,93.94,17.56,7.32,61.29,0,0,0,1,0
F00000XAXE,Fidelity France I-Acc-EUR,1,4,Mid_Small-Cap,0.0,9.54,32.37,26.28,70.23,0.37,4.21,0.0,0.91,-0.04,3.75,55061692.0,4,4410.3960799999995,5,-2.65,1.22,88.6,27.92,0.09,3,3,3.0,0,12.38,1.24,0.59,7.0,1.26,15.02,-17.06,-11.09,-12.91,-10.98,36.0,3,28.0,51.71,74.17,18.4,22.03,13.42,27.24,12.06,93.58,25.12,97.45,70.52,21.84,90.34,8.91,8.91,100.0,70.73,40.14,94.76,15.0,1.0,84.25,67.57,30.27,93.94,17.56,7.32,61.29,0,0,0,1,0
F000000KDA,Fidelity France Y-Acc-EUR,1,4,Mid_Small-Cap,0.0,9.51,32.32,26.2,69.68,0.14,3.97,0.0,1.1,-0.04,3.75,55061692.0,4,4410.3960799999995,5,-2.89,1.21,88.62,27.84,0.08,3,3,3.0,0,12.38,1.24,0.59,7.0,1.26,15.02,-17.06,-11.09,-12.91,-10.98,36.0,3,28.0,51.71,74.17,18.4,22.03,13.42,27.24,12.06,93.58,25.12,97.45,70.52,21.84,90.34,8.91,8.91,100.0,70.73,40.14,94.76,15.0,1.0,84.25,67.57,30.27,93.94,17.56,7.32,61.29,0,0,0,1,0
FOGBR05KLU,Fidelity Germany A-Acc-EUR,5,4,Miscellaneous,0.0,6.99,16.27,13.25,23.54,6.55,9.06,5.25,1.92,-0.03,10.42,927791857.0,2,29120.630910000003,1,0.01,0.93,94.97,18.53,0.37,3,3,3.0,0,15.81,1.74,1.81,11.95,1.9,9.31,-5.08,-2.07,11.44,7.49,42.0,5,39.0,55.92,81.92,48.85,34.22,11.88,3.19,0.27,45.9,6.37,58.36,63.13,55.18,97.11,72.35,5.42,94.83,31.13,14.09,74.66,52.55,22.65,84.84,24.69,15.75,74.97,63.39,36.32,72.97,0,0,0,0,1
F000001AU7,Fidelity Germany Y-Acc-EUR,5,4,Miscellaneous,0.0,7.17,16.76,13.65,24.59,7.44,9.98,0.0,1.07,-0.03,10.42,927791857.0,2,29120.630910000003,2,0.86,0.93,95.0,18.54,0.41,3,3,3.0,0,15.81,1.74,1.81,11.95,1.9,9.31,-5.08,-2.07,11.44,7.49,42.0,5,39.0,55.92,81.92,48.85,34.22,11.88,3.19,0.27,45.9,6.37,58.36,63.13,55.18,97.11,72.35,5.42,94.83,31.13,14.09,74.66,52.55,22.65,84.84,24.69,15.75,74.97,63.39,36.32,72.97,0,0,0,0,1
F00000W42B,Fidelity Global Dividend A-Acc-EUR,4,5,Income,0.0,4.62,10.87,9.7,17.92,10.61,8.23,5.25,1.9,0.22,9.42,7625601325.0,1,56252.38186,1,3.23,0.84,93.14,10.89,0.84,3,1,3.0,0,16.81,2.86,2.13,11.98,3.63,8.98,3.18,0.0,7.83,2.51,47.0,17,37.0,52.78,75.29,47.0,45.74,2.73,0.0,0.0,76.22,65.05,85.06,6.98,6.76,25.47,91.7,13.28,91.7,25.81,25.81,82.65,94.74,81.2,97.86,71.82,59.15,83.69,84.38,82.33,90.23,0,1,0,0,0
F00000O74P,Fidelity Global Dividend A-Acc-USD,4,5,Income,0.0,5.69,10.69,8.53,25.39,11.54,9.77,5.25,1.9,0.22,9.42,7625601325.0,1,56252.38186,1,3.38,0.83,92.83,10.82,0.85,3,1,3.0,0,16.81,2.86,2.13,11.98,3.63,8.98,3.18,0.0,7.83,2.51,47.0,17,37.0,52.78,75.29,47.0,45.74,2.73,0.0,0.0,76.22,65.05,85.06,6.98,6.76,25.47,91.7,13.28,91.7,25.81,25.81,82.65,94.74,81.2,97.86,71.82,59.15,83.69,84.38,82.33,90.23,0,1,0,0,0
F00000NO6I,Fidelity Global Dividend I-Acc-EUR,4,5,Income,0.0,4.87,11.38,10.15,19.1,11.67,9.27,0.0,0.89,0.22,9.42,7625601325.0,1,56252.38186,1,4.22,0.84,93.16,10.9,0.93,3,1,3.0,0,16.81,2.86,2.13,11.98,3.63,8.98,3.18,0.0,7.83,2.51,47.0,17,37.0,52.78,75.29,47.0,45.74,2.73,0.0,0.0,76.22,65.05,85.06,6.98,6.76,25.47,91.7,13.28,91.7,25.81,25.81,82.65,94.74,81.2,97.86,71.82,59.15,83.69,84.38,82.33,90.23,0,1,0,0,0
F00000SX1Z,Fidelity Global Dividend W-Acc-GBP,4,5,Income,0.0,4.9,3.93,5.47,13.21,10.54,11.04,0.0,1.05,0.22,9.42,7625601325.0,1,56252.38186,1,4.07,0.84,93.22,11.03,0.91,3,1,3.0,0,16.81,2.86,2.13,11.98,3.63,8.98,3.18,0.0,7.83,2.51,47.0,17,37.0,52.78,75.29,47.0,45.74,2.73,0.0,0.0,76.22,65.05,85.06,6.98,6.76,25.47,91.7,13.28,91.7,25.81,25.81,82.65,94.74,81.2,97.86,71.82,59.15,83.69,84.38,82.33,90.23,0,1,0,0,0
F00000NO6M,Fidelity Global Dividend Y-Acc-USD,4,5,Income,0.0,5.93,11.17,8.91,26.47,12.49,10.7,0.0,1.04,0.22,9.42,7625601325.0,1,56252.38186,1,4.2,0.83,92.83,10.83,0.93,3,1,3.0,0,16.81,2.86,2.13,11.98,3.63,8.98,3.18,0.0,7.83,2.51,47.0,17,37.0,52.78,75.29,47.0,45.74,2.73,0.0,0.0,76.22,65.05,85.06,6.98,6.76,25.47,91.7,13.28,91.7,25.81,25.81,82.65,94.74,81.2,97.86,71.82,59.15,83.69,84.38,82.33,90.23,0,1,0,0,0
FOGBR05KLX,Fidelity Iberia A-Acc-EUR,5,4,Miscellaneous,0.0,6.73,11.57,9.29,23.34,1.75,5.54,5.25,1.94,0.13,3.25,188114680.0,2,10799.299079999999,1,0.99,0.76,89.12,17.66,0.16,3,3,3.0,0,21.08,2.74,1.42,14.15,1.69,8.91,-1.82,1.02,7.66,4.96,32.0,2,39.0,60.58,82.88,22.15,29.17,34.87,10.27,0.0,29.72,15.35,47.23,51.16,32.36,88.7,91.43,16.72,91.74,69.52,39.85,85.92,43.37,16.72,76.73,90.14,11.35,96.6,28.11,28.11,37.29,0,0,0,0,1
F00000XAXC,Fidelity Iberia I-Acc-EUR,5,4,Miscellaneous,0.0,6.95,12.15,9.76,24.58,2.76,6.6,0.0,0.91,0.13,3.25,188114680.0,2,10799.299079999999,2,2.01,0.76,88.93,17.71,0.22,3,3,3.0,0,21.08,2.74,1.42,14.15,1.69,8.91,-1.82,1.02,7.66,4.96,32.0,2,39.0,60.58,82.88,22.15,29.17,34.87,10.27,0.0,29.72,15.35,47.23,51.16,32.36,88.7,91.43,16.72,91.74,69.52,39.85,85.92,43.37,16.72,76.73,90.14,11.35,96.6,28.11,28.11,37.29,0,0,0,0,1
F000001ATL,Fidelity Iberia Y-Acc-EUR,5,4,Miscellaneous,0.0,6.94,12.1,9.69,24.43,2.63,6.42,0.0,1.09,0.13,3.25,188114680.0,2,10799.299079999999,1,1.84,0.76,89.13,17.7,0.21,3,3,3.0,0,21.08,2.74,1.42,14.15,1.69,8.91,-1.82,1.02,7.66,4.96,32.0,2,39.0,60.58,82.88,22.15,29.17,34.87,10.27,0.0,29.72,15.35,47.23,51.16,32.36,88.7,91.43,16.72,91.74,69.52,39.85,85.92,43.37,16.72,76.73,90.14,11.35,96.6,28.11,28.11,37.29,0,0,0,0,1
F00000PWXI,Fidelity Italy A-Acc-EUR,2,2,Miscellaneous,0.0,9.71,25.66,23.09,46.91,6.4,8.01,5.25,1.93,0.58,3.25,257605797.0,5,7240.95825,2,-1.06,0.93,96.08,21.0,0.34,3,3,3.0,0,15.95,1.29,0.96,7.15,1.08,11.01,-16.34,-6.2,-29.79,1.77,40.0,2,39.0,66.05,88.07,15.55,33.5,31.28,7.88,10.15,51.47,22.21,83.56,88.38,36.0,88.38,66.74,5.05,99.56,83.1,41.41,95.04,33.0,3.23,51.61,19.25,4.37,86.79,24.8,22.06,35.64,0,0,0,0,1
F000000KDB,Fidelity Italy Y-Acc-EUR,3,2,Miscellaneous,0.0,9.91,26.23,23.49,48.08,7.29,8.92,0.0,1.08,0.58,3.25,257605797.0,5,7240.95825,3,-0.22,0.93,96.0,21.01,0.38,3,3,3.0,0,15.95,1.29,0.96,7.15,1.08,11.01,-16.34,-6.2,-29.79,1.77,40.0,2,39.0,66.05,88.07,15.55,33.5,31.28,7.88,10.15,51.47,22.21,83.56,88.38,36.0,88.38,66.74,5.05,99.56,83.1,41.41,95.04,33.0,3.23,51.61,19.25,4.37,86.79,24.8,22.06,35.64,0,0,0,0,1
F00000PWXJ,Fidelity Nordic A-Acc-EUR,1,2,Mid_Small-Cap,0.0,4.93,23.88,20.03,63.34,8.57,12.56,5.25,1.94,0.12,9.83,343472488.0,4,3308.59206,5,-7.54,1.1,84.65,24.1,0.41,3,3,3.0,0,12.78,1.54,0.82,4.24,2.5,12.2,1.06,-3.71,31.16,-2.78,38.0,6,28.0,64.12,83.59,4.29,32.17,21.57,23.18,18.62,72.94,28.19,91.94,33.48,33.48,93.71,11.0,10.21,99.01,73.84,36.23,93.45,24.24,3.21,29.94,76.06,29.78,98.11,15.24,6.33,16.01,0,0,0,1,0
FOGBR05KM1,Fidelity Nordic A-Acc-SEK,2,2,Mid_Small-Cap,0.0,4.27,21.64,20.38,56.26,8.1,14.34,5.25,1.94,0.12,9.83,343472488.0,4,3308.59206,4,-7.36,1.09,84.46,23.84,0.41,3,3,3.0,0,12.78,1.54,0.82,4.24,2.5,12.2,1.06,-3.71,31.16,-2.78,38.0,6,28.0,64.12,83.59,4.29,32.17,21.57,23.18,18.62,72.94,28.19,91.94,33.48,33.48,93.71,11.0,10.21,99.01,73.84,36.23,93.45,24.24,3.21,29.94,76.06,29.78,98.11,15.24,6.33,16.01,0,0,0,1,0
F000001AU0,Fidelity Nordic Y-Acc-SEK,2,2,Mid_Small-Cap,0.0,4.52,22.15,20.89,57.65,9.03,15.3,0.0,1.09,0.12,9.83,343472488.0,4,3308.59206,4,-6.49,1.09,84.37,23.85,0.44,3,3,3.0,0,12.78,1.54,0.82,4.24,2.5,12.2,1.06,-3.71,31.16,-2.78,38.0,6,28.0,64.12,83.59,4.29,32.17,21.57,23.18,18.62,72.94,28.19,91.94,33.48,33.48,93.71,11.0,10.21,99.01,73.84,36.23,93.45,24.24,3.21,29.94,76.06,29.78,98.11,15.24,6.33,16.01,0,0,0,1,0
FOGBR05KM8,Fidelity Switzerland A-Acc-CHF,2,2,Miscellaneous,0.0,10.38,17.28,14.34,28.2,10.31,11.25,5.25,1.93,0.14,3.25,260018834.0,2,19604.994919999997,4,-2.37,1.05,88.11,12.09,0.92,3,3,3.0,0,23.45,3.07,2.07,21.1,2.06,7.61,8.52,-23.42,-17.76,-7.26,36.0,2,39.0,63.42,85.06,28.18,37.21,27.97,5.59,0.0,31.27,17.24,39.53,33.34,21.27,80.77,79.82,5.66,90.76,20.67,5.89,27.59,92.66,46.23,99.52,51.8,12.47,84.78,42.96,42.96,71.98,0,0,0,0,1
F000001ATZ,Fidelity Switzerland Y-Acc-CHF,3,2,Miscellaneous,0.0,10.6,17.73,14.71,29.26,11.23,12.19,0.0,1.08,0.14,3.25,260018834.0,2,19604.994919999997,5,-1.53,1.05,88.21,12.11,0.99,3,3,3.0,0,23.45,3.07,2.07,21.1,2.06,7.61,8.52,-23.42,-17.76,-7.26,36.0,2,39.0,63.42,85.06,28.18,37.21,27.97,5.59,0.0,31.27,17.24,39.53,33.34,21.27,80.77,79.82,5.66,90.76,20.67,5.89,27.59,92.66,46.23,99.52,51.8,12.47,84.78,42.96,42.96,71.98,0,0,0,0,1
F00000NN1P,Fidelity Global Dividend A ACC,4,5,Income,2.66725,4.76,3.61,4.45,11.57,9.89,10.48,0.0,1.68,0.1,9.42,2292157700.0,1,55997.74207000001,1,3.4,0.88,91.15,11.31,0.85,3,1,3.0,0,16.78,2.85,2.12,11.93,3.65,9.17,3.25,-0.03,7.84,2.48,47.0,2,37.0,52.56,74.95,46.93,45.78,2.73,0.0,0.0,76.24,65.11,84.82,6.87,6.79,25.61,91.79,13.4,91.79,25.77,25.77,82.2,94.85,81.43,97.73,71.99,58.58,83.38,84.32,82.93,89.85,0,1,0,0,0
F00000OPX9,Fidelity Global Dividend W Acc,4,5,Income,2.65577,4.98,4.02,4.82,12.42,10.72,11.32,0.0,0.93,0.1,9.42,2292157700.0,1,55997.74207000001,1,4.16,0.88,91.16,11.32,0.92,3,1,3.0,1,16.78,2.85,2.12,11.93,3.65,9.17,3.25,-0.03,7.84,2.48,47.0,2,37.0,52.56,74.95,46.93,45.78,2.73,0.0,0.0,76.24,65.11,84.82,6.87,6.79,25.61,91.79,13.4,91.79,25.77,25.77,82.2,94.85,81.43,97.73,71.99,58.58,83.38,84.32,82.93,89.85,0,1,0,0,0
F00000SFKV,Fidelity Index Europe ex UK P Acc,3,3,Miscellaneous,1.5230299999999999,10.16,11.48,10.44,25.65,9.26,12.72,0.0,0.1,0.12,6.75,374850956.0,2,41590.70675,3,-0.27,1.05,98.47,16.18,0.57,3,3,3.0,0,17.76,2.03,1.6,11.61,2.06,10.44,-5.04,-2.96,3.31,0.26,350.0,4,39.0,46.19,69.57,49.25,40.7,8.88,0.0,0.0,40.23,38.49,64.32,46.53,29.19,53.72,58.95,27.48,72.22,42.52,37.33,54.21,74.12,59.35,93.86,53.03,28.27,56.73,78.21,73.61,80.87,0,0,0,0,1
F0GBR04G99,Fidelity Instl Europe ex UK Acc,4,5,Miscellaneous,0.51152,9.89,9.03,5.86,26.19,12.39,13.94,0.0,0.91,0.33,3.83,112060634.0,3,32831.83101,3,3.38,0.97,93.59,15.85,0.77,3,3,3.0,0,24.78,3.26,2.43,18.6,1.29,11.01,-7.62,2.2,3.83,3.69,49.0,2,39.0,50.26,76.01,39.82,36.25,20.62,1.31,0.0,18.83,15.83,26.81,86.09,61.16,87.09,59.53,8.14,69.81,74.13,22.93,74.13,36.55,36.45,87.95,57.99,29.08,87.76,64.39,63.91,82.8,0,0,0,0,1
F0GBR04D43,Fidelity Sust European Equity A Acc,2,4,Miscellaneous,0.0,9.64,6.27,5.85,18.66,4.21,8.92,0.0,1.67,0.98,0.42,346244149.0,3,32835.76943,4,-4.99,1.08,92.83,17.43,0.28,3,3,3.0,0,24.84,3.28,2.44,18.46,1.28,11.0,-7.43,2.24,4.05,3.67,49.0,3,39.0,50.22,75.89,40.05,36.41,20.71,1.31,0.0,18.58,17.79,63.42,85.93,64.01,86.77,60.16,18.56,92.96,73.19,14.75,73.19,37.31,18.56,73.33,58.22,13.86,78.4,65.28,38.38,68.28,0,0,0,0,1
F00000OPX6,Fidelity Sust European Equity W Acc,2,4,Miscellaneous,0.49642,9.87,6.68,6.19,19.56,5.0,9.74,0.0,0.92,0.98,0.42,346244149.0,3,32835.76943,4,-4.25,1.08,92.82,17.44,0.33,3,3,3.0,1,24.84,3.28,2.44,18.46,1.28,11.0,-7.43,2.24,4.05,3.67,49.0,3,39.0,50.22,75.89,40.05,36.41,20.71,1.31,0.0,18.58,17.79,63.42,85.93,64.01,86.77,60.16,18.56,92.96,73.19,14.75,73.19,37.31,18.56,73.33,58.22,13.86,78.4,65.28,38.38,68.28,0,0,0,0,1
F00000J00Q,Finlabo Inv Dynamic Equity P,2,3,Miscellaneous,0.0,5.12,16.81,16.2,16.32,-1.17,0.71,3.0,2.37,1.02,11.0,67450562.0,4,3724.4346200000005,3,-3.47,0.34,48.59,6.17,-0.35,2,3,3.0,0,9.88,1.06,0.57,4.99,2.4,9.34,-10.32,-5.14,10.72,-1.66,187.0,36,8.0,50.34,74.09,8.43,17.75,35.67,25.09,6.64,94.72,56.23,94.8,45.61,12.58,81.58,72.21,2.23,96.46,70.13,16.46,88.3,14.44,11.76,37.69,37.57,16.32,76.54,15.9,14.17,29.12,0,0,0,0,1
F00000J00P,Finlabo Inv Dynamic Equity R,2,3,Miscellaneous,0.0,5.02,16.58,16.0,15.86,-1.56,0.32,3.0,2.8,1.02,11.0,67450562.0,4,3724.4346200000005,3,-3.87,0.34,48.55,6.17,-0.42,2,3,3.0,1,9.88,1.06,0.57,4.99,2.4,9.34,-10.32,-5.14,10.72,-1.66,187.0,36,8.0,50.34,74.09,8.43,17.75,35.67,25.09,6.64,94.72,56.23,94.8,45.61,12.58,81.58,72.21,2.23,96.46,70.13,16.46,88.3,14.44,11.76,37.69,37.57,16.32,76.54,15.9,14.17,29.12,0,0,0,0,1
F00000O8G5,FP Argonaut European Alpha A EUR Acc,1,1,Miscellaneous,0.25865,6.79,15.55,10.92,21.38,3.03,2.38,5.25,1.81,1.19,8.92,40479818.0,5,6843.59728,3,-4.83,0.82,73.36,14.39,0.16,2,3,2.0,1,11.33,1.65,1.22,10.46,2.28,7.79,10.73,-4.0,1.64,0.11,31.0,16,51.0,74.43,86.89,5.15,33.25,43.18,16.61,0.0,40.69,7.47,66.12,84.86,59.07,96.71,5.02,1.0,87.44,22.46,8.67,89.75,16.13,2.75,44.13,8.94,5.15,84.2,24.17,20.14,41.26,0,0,0,0,1
F00000O8GB,FP Argonaut European Alpha I EUR Acc,2,1,Miscellaneous,0.6551100000000001,6.99,16.05,11.34,22.34,3.99,3.38,0.0,0.81,1.19,8.92,40479818.0,5,6843.59728,3,-3.9,0.82,73.26,14.39,0.22,2,3,2.0,1,11.33,1.65,1.22,10.46,2.28,7.79,10.73,-4.0,1.64,0.11,31.0,16,51.0,74.43,86.89,5.15,33.25,43.18,16.61,0.0,40.69,7.47,66.12,84.86,59.07,96.71,5.02,1.0,87.44,22.46,8.67,89.75,16.13,2.75,44.13,8.94,5.15,84.2,24.17,20.14,41.26,0,0,0,0,1
F0GBR04IMW,Franklin Mutual European A(acc)EUR,2,2,Large-Cap,0.0,6.71,18.71,15.44,36.95,1.51,3.73,5.75,1.86,0.03,13.83,560737773.0,1,18502.29945,4,-0.82,1.07,94.66,21.41,0.11,3,3,3.0,0,13.13,1.25,1.14,7.43,2.63,9.0,-8.08,-8.46,4.97,-0.45,42.0,8,33.0,47.9,68.05,37.6,25.87,21.06,7.57,0.0,79.86,66.16,91.65,21.83,12.89,59.15,44.23,31.49,95.42,82.22,65.84,90.74,52.66,24.91,67.94,22.35,13.81,67.81,46.04,32.55,47.09,0,0,1,0,0
F0GBR04V70,Franklin Mutual European A(acc)USD,2,2,Large-Cap,0.0,7.79,18.68,14.43,46.69,2.43,5.27,5.75,1.86,0.03,13.83,560737773.0,1,18502.29945,4,-0.89,1.06,94.98,21.11,0.1,3,3,3.0,0,13.13,1.25,1.14,7.43,2.63,9.0,-8.08,-8.46,4.97,-0.45,42.0,8,33.0,47.9,68.05,37.6,25.87,21.06,7.57,0.0,79.86,66.16,91.65,21.83,12.89,59.15,44.23,31.49,95.42,82.22,65.84,90.74,52.66,24.91,67.94,22.35,13.81,67.81,46.04,32.55,47.09,0,0,1,0,0
F0GBR0552V,Franklin Mutual European I(acc)EUR,2,2,Large-Cap,0.0,6.96,19.31,15.95,38.17,2.42,4.65,0.0,0.96,0.03,13.83,560737773.0,1,18502.29945,4,0.06,1.07,94.66,21.41,0.15,3,3,3.0,0,13.13,1.25,1.14,7.43,2.63,9.0,-8.08,-8.46,4.97,-0.45,42.0,8,33.0,47.9,68.05,37.6,25.87,21.06,7.57,0.0,79.86,66.16,91.65,21.83,12.89,59.15,44.23,31.49,95.42,82.22,65.84,90.74,52.66,24.91,67.94,22.35,13.81,67.81,46.04,32.55,47.09,0,0,1,0,0
F00000Z6B3,Franklin Mutual European W(acc) USD,2,2,Large-Cap,0.0,8.04,19.16,14.95,47.97,3.32,5.99,0.0,1.0,0.03,13.83,560737773.0,1,18502.29945,4,-0.03,1.06,94.98,21.15,0.14,3,3,3.0,1,13.13,1.25,1.14,7.43,2.63,9.0,-8.08,-8.46,4.97,-0.45,42.0,8,33.0,47.9,68.05,37.6,25.87,21.06,7.57,0.0,79.86,66.16,91.65,21.83,12.89,59.15,44.23,31.49,95.42,82.22,65.84,90.74,52.66,24.91,67.94,22.35,13.81,67.81,46.04,32.55,47.09,0,0,1,0,0
F00000PHG9,Franklin Mutual European W(acc)EUR,2,2,Large-Cap,0.0,6.94,19.27,15.89,38.15,2.38,4.56,0.0,1.0,0.03,13.83,560737773.0,1,18502.29945,4,0.02,1.07,94.65,21.41,0.14,3,3,3.0,1,13.13,1.25,1.14,7.43,2.63,9.0,-8.08,-8.46,4.97,-0.45,42.0,8,33.0,47.9,68.05,37.6,25.87,21.06,7.57,0.0,79.86,66.16,91.65,21.83,12.89,59.15,44.23,31.49,95.42,82.22,65.84,90.74,52.66,24.91,67.94,22.35,13.81,67.81,46.04,32.55,47.09,0,0,1,0,0
F00000M9LW,Franklin Mutual European Z(acc)EUR,2,2,Large-Cap,0.0,6.86,19.09,15.77,37.69,2.02,4.27,0.0,1.37,0.03,13.83,560737773.0,1,18502.29945,4,-0.34,1.07,94.68,21.43,0.13,3,3,3.0,0,13.13,1.25,1.14,7.43,2.63,9.0,-8.08,-8.46,4.97,-0.45,42.0,8,33.0,47.9,68.05,37.6,25.87,21.06,7.57,0.0,79.86,66.16,91.65,21.83,12.89,59.15,44.23,31.49,95.42,82.22,65.84,90.74,52.66,24.91,67.94,22.35,13.81,67.81,46.04,32.55,47.09,0,0,1,0,0
F00000GVYS,Franklin Mutual European Z(acc)USD,2,2,Large-Cap,0.0,7.92,18.97,14.7,47.47,2.95,5.8,0.0,1.37,0.03,13.83,560737773.0,1,18502.29945,4,-0.4,1.06,95.06,21.1,0.12,3,3,3.0,0,13.13,1.25,1.14,7.43,2.63,9.0,-8.08,-8.46,4.97,-0.45,42.0,8,33.0,47.9,68.05,37.6,25.87,21.06,7.57,0.0,79.86,66.16,91.65,21.83,12.89,59.15,44.23,31.49,95.42,82.22,65.84,90.74,52.66,24.91,67.94,22.35,13.81,67.81,46.04,32.55,47.09,0,0,1,0,0
F0GBR04N99,Templeton Glb Climate Change A (acc) EUR,3,2,Miscellaneous,0.0,5.42,14.32,8.12,45.72,11.57,10.92,5.75,1.84,0.18,3.25,745604566.0,2,13335.8094,4,-1.81,1.09,89.54,16.85,0.66,3,3,3.0,0,17.36,2.36,1.23,9.98,1.5,12.91,-4.38,0.78,12.82,2.78,51.0,5,29.0,63.69,83.7,24.49,23.52,36.39,10.71,0.02,50.35,46.73,89.78,61.1,17.87,67.97,20.11,10.27,96.73,72.81,46.84,88.97,36.19,22.01,68.3,26.25,18.3,76.11,34.54,31.18,82.87,0,0,0,0,1
F0GBR0553E,Templeton Glb Climate Change I(acc)EUR,3,2,Miscellaneous,0.0,5.68,14.79,8.56,47.02,12.54,11.89,0.0,0.98,0.18,3.25,745604566.0,2,13335.8094,4,-0.94,1.09,89.44,16.85,0.71,3,3,3.0,0,17.36,2.36,1.23,9.98,1.5,12.91,-4.38,0.78,12.82,2.78,51.0,5,29.0,63.69,83.7,24.49,23.52,36.39,10.71,0.02,50.35,46.73,89.78,61.1,17.87,67.97,20.11,10.27,96.73,72.81,46.84,88.97,36.19,22.01,68.3,26.25,18.3,76.11,34.54,31.18,82.87,0,0,0,0,1
F00000QLVC,Templeton Glb Climate Change W(acc)EUR,3,2,Miscellaneous,0.0,5.64,14.79,8.52,46.97,12.46,11.79,0.0,1.04,0.18,3.25,745604566.0,2,13335.8094,4,-0.99,1.09,89.5,16.84,0.71,3,3,3.0,1,17.36,2.36,1.23,9.98,1.5,12.91,-4.38,0.78,12.82,2.78,51.0,5,29.0,63.69,83.7,24.49,23.52,36.39,10.71,0.02,50.35,46.73,89.78,61.1,17.87,67.97,20.11,10.27,96.73,72.81,46.84,88.97,36.19,22.01,68.3,26.25,18.3,76.11,34.54,31.18,82.87,0,0,0,0,1
F00000THQW,Templeton Glb Climate Change Z(acc)EUR,2,2,Miscellaneous,0.0,5.53,14.55,8.33,46.53,12.14,11.47,0.0,1.34,0.18,3.25,745604566.0,2,13335.8094,3,-1.31,1.09,89.53,16.88,0.69,3,3,3.0,0,17.36,2.36,1.23,9.98,1.5,12.91,-4.38,0.78,12.82,2.78,51.0,5,29.0,63.69,83.7,24.49,23.52,36.39,10.71,0.02,50.35,46.73,89.78,61.1,17.87,67.97,20.11,10.27,96.73,72.81,46.84,88.97,36.19,22.01,68.3,26.25,18.3,76.11,34.54,31.18,82.87,0,0,0,0,1
F00000Z1PB,GAM Continental Euro Equity Inst GBP Acc,3,3,Miscellaneous,0.28113,8.4,10.0,9.33,30.4,9.67,12.31,0.0,0.87,0.46,4.08,567103067.0,3,27020.879160000004,3,1.06,1.01,90.91,16.39,0.62,2,3,3.0,1,23.95,2.83,2.38,15.31,0.99,15.42,-11.7,-4.89,-2.23,3.58,46.0,5,38.0,59.94,80.6,34.35,45.64,17.1,1.98,1.22,11.44,8.17,26.04,85.41,61.84,93.73,22.29,7.44,86.57,20.03,5.89,49.86,37.05,21.85,77.74,43.54,29.96,76.31,58.44,47.91,70.46,0,0,0,0,1
F000000RTO,GAM Multistock Luxury Brands Eq CHF B,4,5,Miscellaneous,0.0,5.46,17.69,13.26,40.79,8.7,16.02,5.0,2.05,0.06,2.25,352575804.0,3,29626.73404,4,-1.29,0.98,66.29,16.17,0.66,2,3,3.0,0,35.89,6.75,5.16,34.96,0.64,18.82,-12.3,-1.51,-3.55,0.6,34.0,1,46.0,100.0,100.0,31.45,39.46,20.96,3.85,0.0,12.69,3.72,19.55,94.81,64.84,95.35,21.98,3.8,92.76,71.91,2.11,73.02,56.98,19.93,87.16,83.34,43.89,95.42,48.95,40.29,62.05,0,0,0,0,1
