SecId,Name,StarRatingM255,SustainabilityRank,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous,Size,Style
F00000O7HQ,Artemis SmartGARP UK Eq Fd I Acc GBP,4,1,2.8606700000000003,-0.11,0.85,12.67,25.38,22.97,36.7,5.91,0.0,0.86,0.76,10.92,304720381.0,12131.56598,4,3.91,1.39,90.29,23.66,0.33,3,3,3.0,1,1,0,0,0,0,1,1
F0GBR04ACS,Schroder ISF Italian Equity C Acc EUR,4,2,0.0,0.41,8.25,10.54,22.78,18.18,48.23,7.75,1.0,1.05,0.31,6.33,157891272.0,9769.67196,3,-0.05,0.96,95.75,21.73,0.39,2,3,3.0,1,0,0,0,0,1,1,2
F0GBR058S0,Russell Inv Pan European Equity B,4,2,0.0,0.3,1.65,8.81,20.24,17.61,34.98,6.67,5.0,1.11,0.34,2.25,126878504.0,17341.622219999994,4,-1.54,1.14,97.7,17.58,0.38,2,2,2.0,0,0,0,1,0,0,1,2
F00000YBT6,VT Argonaut European Income Opp R Acc,3,1,4.68564,1.23,1.24,7.71,13.73,12.34,26.03,7.33,0.0,0.85,2.35,4.5,3089270.0,6035.96089,2,-0.82,0.94,80.43,15.13,0.49,2,3,2.0,0,0,0,0,0,1,2,2
F00000PXHI,BNP Paribas Europe Growth C C,2,4,0.0,0.96,2.67,7.89,13.63,11.13,23.95,6.48,3.0,1.97,0.07,8.08,432785168.0,38368.48958,4,-6.51,1.14,93.58,15.38,0.41,3,3,3.0,1,0,0,1,0,0,1,3
F00000MQUX,BlackRock UK Equity D Acc,5,4,1.09546,-0.02,-0.17,8.15,10.19,8.55,17.03,4.53,0.0,0.93,0.45,4.75,544032970.0,16873.04079,3,2.42,1.0,89.97,17.02,0.3,3,1,3.0,0,0,0,1,0,0,1,2
F00000P0QL,Invesco European Focus (UK) Z Acc,2,4,1.37523,1.35,4.98,9.49,16.85,15.31,39.36,7.14,5.0,0.88,0.88,2.25,28146799.0,21652.41247,3,-2.59,0.92,84.14,18.96,0.39,3,3,3.0,1,0,0,0,1,0,1,1
F00000W0H4,Polar Cptl Eurp Ex UK Inc I EUR Acc,2,3,0.0,0.69,0.62,7.24,12.9,13.39,17.06,5.71,5.0,0.77,-0.03,6.0,151545622.0,27323.305460000003,3,-3.76,1.03,92.25,16.55,0.34,3,1,2.0,0,0,0,0,0,1,1,1
F00000OTEI,Royal London UK Dividend Growth M,5,2,2.35947,-0.04,1.5,10.52,17.12,15.01,25.18,6.17,0.0,0.71,0.13,5.17,1015804904.0,9709.93758,4,4.08,1.1,91.84,18.5,0.38,2,1,3.0,1,0,0,1,0,0,2,2
F00000MWK7,Jupiter Income Trust I Acc,3,3,2.57393,0.63,0.96,10.75,19.48,20.17,24.51,-0.31,0.0,0.94,0.18,8.42,1502237654.0,13434.186769999998,3,-2.51,1.18,91.13,20.0,0.04,3,1,3.0,1,0,1,0,0,0,1,1
F000002JGM,AXAWF Fram Sust Eurozone F Cap EUR,4,5,0.0,1.15,4.7,8.57,17.28,14.4,31.24,6.37,2.0,1.02,0.22,12.67,1236065490.0,36967.10028,3,-1.0,1.02,97.39,18.8,0.35,3,3,3.0,0,0,0,1,0,0,1,2
F000003YD5,Vanguard FTSE Dev €pe ex-UK Eq Idx £ Acc,4,3,1.57665,1.17,5.65,10.05,11.48,11.43,27.59,9.16,0.0,0.12,0.03,12.0,3132510943.0,37431.076369999995,2,0.36,1.01,99.76,15.68,0.61,2,2,3.0,0,0,0,0,0,1,1,2
F00000QJY5,Nordea 1 - Norwegian Equity BC NOK,3,1,0.0,-0.98,4.68,6.04,24.84,17.5,53.3,7.86,5.0,1.24,0.12,20.83,91944562.0,1571.96822,4,-3.45,1.28,93.18,29.98,0.29,3,3,3.0,0,0,0,0,0,1,2,2
F000003UW0,Berenberg Sys Appr. Europ Stockpicker A,3,2,0.0,0.21,-0.15,5.41,14.66,14.49,22.7,6.87,5.5,1.91,0.13,7.67,24097935.0,60941.34225,4,-1.54,1.1,95.66,17.3,0.37,3,3,3.0,0,0,0,1,0,0,1,1
F0GBR04N5Q,Danske Invest Denmark Focus A,2,3,0.0,0.87,4.76,12.58,15.68,10.44,35.83,14.5,0.0,1.77,0.06,10.92,51672253.0,15684.045909999999,3,-5.15,1.06,79.77,15.09,0.89,3,2,3.0,0,0,0,0,0,1,1,3
F00000ZMH7,Man Numeric RI European Equity D C EUR,3,3,0.0,0.96,2.95,10.1,19.99,18.04,29.09,6.84,0.0,1.7,0.28,3.75,22037011.0,23570.3368,4,-1.29,1.07,97.48,16.56,0.38,2,2,2.0,0,0,0,1,0,0,1,2
F00000ZIAD,MGTS AFH DA European Equity I GBP Acc,2,3,0.80385,1.7,5.61,10.41,10.64,10.03,23.76,2.04,0.0,0.81,0.49,1.33,199749462.0,24299.766330000002,3,-7.05,1.1,93.18,17.17,0.17,2,1,2.0,0,0,0,0,0,1,1,2
F00000V7UX,UniInstitutional Eurp Eq Concentrated,5,3,0.0,0.53,2.05,8.12,15.35,13.19,30.52,9.0,3.0,0.91,0.28,1.75,403483966.0,41850.46989,3,1.64,0.97,97.09,15.33,0.55,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR053BM,BGF European Value A2,4,2,0.0,1.09,3.19,6.38,17.46,13.54,35.23,4.87,5.2632,1.83,0.55,10.58,864298775.0,27202.4942,3,2.45,0.95,91.74,18.99,0.26,3,1,3.0,0,0,0,1,0,0,1,2
F00000MWJV,Jupiter European I Acc,5,5,0.1366,3.66,6.94,9.94,7.07,6.81,15.78,8.52,0.0,0.99,0.03,1.67,4303970576.0,22252.30111,1,1.93,0.76,76.86,13.99,0.61,3,3,3.0,1,0,0,0,0,1,1,3
F00000MA8K,IFSL CAF UK Equity A Acc,3,4,1.6391099999999998,0.74,1.57,8.78,14.15,11.35,23.48,2.36,0.0,1.13,0.2,0.25,105736333.0,6416.2432899999985,2,0.56,1.06,90.86,17.97,0.19,2,3,3.0,0,1,0,0,0,0,2,2
F0GBR05ZM5,PineBridge Europe Research Enhanced Eq L,3,2,0.0,0.65,4.49,9.94,18.54,14.72,39.75,6.29,6.0,1.53,1.08,9.33,42419769.0,31111.16128,3,-2.42,1.06,98.2,16.23,0.31,2,2,2.0,0,0,0,1,0,0,1,2
F00000Q5I5,Odey Pan European I GBP Acc,2,1,0.0,1.58,1.63,9.61,23.53,22.33,32.05,3.36,5.0,1.23,0.12,18.58,7175244.0,3599.57865,3,-2.23,0.84,59.68,15.54,0.2,2,2,2.0,1,0,0,1,0,0,2,1
F00000PXNQ,Arctic Norwegian Equities D,2,2,0.0,-0.2,2.36,1.51,15.67,8.34,32.45,7.16,0.0,1.83,0.05,10.58,223054211.0,3819.71233,3,-1.79,0.99,91.76,24.56,0.29,2,2,2.0,0,0,0,0,0,1,2,3
F0GBR06AQG,Invesco Sus Pan Eurp Stu Eq B € Acc,2,3,0.0,1.63,5.24,9.91,18.71,14.72,25.91,1.74,0.0,2.52,0.36,14.25,1410515435.0,21398.25417,2,-4.83,0.87,84.45,14.11,0.07,3,3,3.0,0,0,0,1,0,0,1,2
F00000YXWR,iShares UK Index (IE) D Acc GBP,2,2,0.0,0.89,-0.28,7.86,10.06,10.16,12.34,0.31,0.0,0.07,-0.01,15.08,756515385.0,37178.55121000001,2,-1.73,0.98,98.25,15.97,0.06,3,1,3.0,0,0,0,1,0,0,1,1
F0GBR04RTX,BlackRock UK Special Situations A Acc,3,3,0.34641,-0.57,1.2,11.57,19.55,15.22,25.09,4.87,5.0,1.67,1.23,8.83,640664758.0,4552.80798,3,3.3,1.18,88.35,20.31,0.32,3,3,3.0,0,1,0,0,0,0,2,3
F00000P2FS,Liontrust GF Spec Sits A1 Acc €,5,4,0.0,-0.11,1.1,7.65,18.28,15.04,21.52,6.14,5.0,2.05,0.07,8.58,284722833.0,5257.29274,1,3.66,0.79,80.37,14.31,0.41,2,3,3.0,0,1,0,0,0,0,2,3
F00000QJ1W,Schroder ISF Glbl Rcvy A Acc USD,2,2,0.0,0.1,4.08,8.37,26.72,23.54,56.55,6.71,5.0,1.85,0.58,7.67,539387782.0,8852.83685,4,-8.21,1.25,79.76,20.96,0.29,2,3,3.0,0,1,0,0,0,0,1,1
F00000QL6K,JPM Europe Dynamic A (acc) USD,3,2,0.0,0.06,4.99,12.07,24.74,16.93,48.6,7.55,5.0,1.81,1.54,16.33,626966971.0,25012.7976,4,-1.28,1.14,95.42,18.12,0.38,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR04S2V,Scottish Widows UK Smlr Coms A,2,2,0.03796,0.96,3.93,15.59,24.03,19.7,37.07,3.43,7.0,0.33,0.56,19.25,60565573.0,751.16035,4,-5.17,0.96,86.75,24.75,0.22,2,2,2.0,0,0,0,0,1,0,3,2
F0GBR04ARJ,BGF World Mining A2,4,2,0.0,-3.71,-3.81,12.76,26.98,23.11,70.35,16.74,5.2632,2.07,0.66,24.25,5653021172.0,20459.667019999997,4,11.04,1.04,80.79,23.68,0.71,3,1,3.0,0,0,0,0,0,1,1,1
F000001FSF,AXAWF Fram Human Capital A Cap EUR,3,3,0.0,0.65,5.16,6.89,15.4,10.91,33.74,3.27,5.5,2.03,0.25,13.67,168090659.0,5022.72119,3,-4.22,1.08,90.86,17.7,0.2,3,3,3.0,0,1,0,0,0,0,2,3
F000002MYR,Allianz European Equity Div CT EUR,2,3,0.0,0.42,2.38,5.55,15.03,12.53,19.86,-0.53,5.0,2.58,0.11,12.25,1702288950.0,34009.11787,3,-6.18,1.03,94.73,16.81,-0.03,3,1,3.0,0,0,1,0,0,0,1,1
F00000THCU,L\u0026G (N) Tracker C Acc,4,3,2.59735,0.04,0.14,8.06,12.07,11.62,16.17,2.22,0.0,0.1,0.04,21.67,1893798716.0,21970.67586,3,0.01,1.03,97.14,16.93,0.17,3,3,3.0,0,0,0,1,0,0,1,1
F0GBR04OYK,DWS Invest Top Euroland LC,4,5,0.0,1.22,5.59,9.96,17.77,14.29,34.68,10.0,5.0,1.58,0.12,14.75,445622378.0,49676.193269999996,3,2.81,0.99,93.94,18.89,0.54,3,3,3.0,0,0,0,1,0,0,1,2
F0000022BB,Robeco QI European Cnsrv Eqs D €,3,3,0.0,1.34,2.63,10.45,15.6,13.55,17.91,6.1,5.0,1.2,0.16,13.83,872391509.0,15797.86244,1,0.25,0.74,86.89,11.85,0.43,3,1,3.0,0,0,0,1,0,0,1,2
F00000MWJX,Jupiter European Income I Acc,2,3,2.7867900000000003,1.41,3.95,7.39,7.43,5.99,16.98,2.45,0.0,0.99,0.04,8.17,54254697.0,24882.61634,3,-6.86,1.09,96.93,16.93,0.18,3,1,3.0,1,0,0,0,0,1,1,2
F000003VCR,ES R\u0026M UK Recovery Z Acc,4,1,1.3027,0.17,0.7,8.66,23.81,20.85,40.86,6.59,5.25,0.09,0.56,12.92,207496073.0,3801.4658600000002,5,4.69,1.41,92.17,23.81,0.36,2,2,2.0,0,1,0,0,0,0,2,1
F0GBR06KJM,GlobalAccess UK Opportunities B Acc GBP,4,5,1.0619100000000001,0.72,3.95,8.96,15.45,13.89,24.36,3.44,3.0,1.36,0.0,4.5,426282392.0,7017.77112,2,1.51,1.06,96.82,17.44,0.25,2,3,2.0,0,1,0,0,0,0,2,1
F000000FQ9,JPM Europe Strategic Dividend X (acc)EUR,4,2,0.0,0.33,3.33,8.81,22.19,19.82,33.37,4.52,0.0,0.16,0.91,16.33,671279092.0,17468.55155,4,-1.49,1.12,94.71,18.45,0.26,3,1,3.0,0,0,1,0,0,0,1,1
F0GBR04BW8,Robeco Sustainable Eurp Stars Eqs D EUR,3,4,0.0,0.81,1.52,6.57,12.76,11.78,15.59,5.56,5.0,1.46,-0.01,2.92,1259022906.0,32039.41924,2,-1.23,0.9,95.91,13.93,0.35,3,1,3.0,1,0,0,1,0,0,1,2
F0GBR06FY6,SEI GMF UK Equity USD Instl Acc,4,4,0.0,0.36,1.96,12.11,21.84,19.37,31.89,3.76,1.0,0.2,0.45,11.83,770524285.0,13559.553269999999,2,-0.38,1.04,98.22,16.92,0.15,3,3,3.0,0,1,0,0,0,0,1,1
F0GBR05YZP,Lazard Managed Equity A Acc,3,4,0.86644,0.0,-0.29,8.69,11.01,10.2,21.08,7.29,0.0,1.08,0.29,4.0,82450416.0,31398.866639999997,4,-4.29,1.07,95.36,15.52,0.51,3,3,3.0,0,0,0,1,0,0,1,2
F00000PLVV,Legg Mason IF QS UK Equity X Acc,2,2,2.6333599999999997,-0.46,0.35,11.32,17.07,14.05,24.71,4.11,0.0,0.99,0.55,2.58,30926790.0,5569.745260000002,2,2.01,0.96,86.96,16.72,0.28,2,3,2.0,1,1,0,0,0,0,2,1
F000000GXS,Schroder ISF Glb Div Mxmsr A1 Acc USD,1,3,0.0,0.79,2.86,8.58,21.09,19.33,36.61,2.57,4.0,2.37,0.32,7.58,1252836396.0,15058.56854,4,-7.97,1.26,83.36,17.46,0.07,2,1,3.0,0,0,1,0,0,0,1,1
F000000216,ASI Europe ex UK Equity Z Acc,5,5,0.91965,2.68,5.72,8.26,5.54,4.72,17.31,12.11,0.0,0.12,0.09,5.75,568597977.0,33106.19412,1,4.23,0.85,84.67,14.76,0.8,2,3,3.0,0,0,0,0,0,1,1,3
F00000NN1P,Fidelity Global Dividend A ACC,4,5,2.66725,0.68,1.73,4.76,3.61,4.45,11.57,9.89,0.0,1.68,0.1,9.42,2292157700.0,55997.74207000001,1,3.4,0.88,91.15,11.31,0.85,3,1,3.0,0,0,1,0,0,0,1,1
F0000155BA,Jupiter UK Growth J Acc,1,5,0.0,0.16,0.1,9.07,9.75,9.45,3.24,-10.02,2.32,1.44,1.01,0.92,498934461.0,21906.10887,5,-11.55,1.39,84.06,24.51,-0.31,3,3,3.0,1,1,0,0,0,0,1,2
F0GBR04KW2,Invesco Sus Pan Eurp Stu Eq C Acc EUR,4,3,0.0,1.67,5.37,10.36,19.64,15.45,27.81,3.26,5.0,1.09,0.36,14.25,1410515435.0,21398.25417,2,-3.37,0.88,84.51,14.12,0.18,3,3,3.0,0,0,0,1,0,0,1,2
F00000NDUO,Overstone Global Eq Inc Fd I Acc,3,2,2.06568,1.0,-0.68,10.47,19.11,18.09,28.57,7.95,0.0,0.87,0.12,5.08,116728844.0,18948.318730000006,5,-1.62,1.41,86.16,20.12,0.45,2,1,1.0,0,0,1,0,0,0,1,1
F00000GXE3,BMO European Real Estate Scs A Acc EUR,4,4,0.0,2.72,6.13,15.8,9.73,8.54,20.15,6.13,5.0,1.96,0.44,11.17,49097101.0,4445.90724,2,1.15,0.81,87.84,16.46,0.32,2,1,2.0,0,0,0,0,0,1,2,2
F0GBR04C7Q,Aberforth UK Small Companies Acc,1,2,0.7490899999999999,0.35,3.21,15.5,35.1,33.25,58.8,5.11,0.0,0.83,0.43,30.25,233049581.0,535.79158,5,-4.18,1.2,96.16,29.17,0.31,2,2,3.0,0,0,0,0,1,0,3,1
F00000OOB2,HSBC European Index Accumulation C,3,3,1.9145299999999998,1.61,5.61,10.47,11.57,10.64,25.92,9.53,0.0,0.06,0.08,5.92,2713439058.0,37571.006480000004,3,-0.02,1.06,98.24,16.3,0.59,2,3,3.0,1,0,0,0,0,1,1,2
F0GBR04NOX,Aviva Investors UK Lstd Eq Hi Alp1GBPAcc,1,1,0.59995,-0.07,0.33,8.89,24.39,23.49,40.65,2.26,0.0,1.0,0.67,3.33,215840309.0,9404.74048,5,1.7,1.77,85.51,30.93,0.21,2,2,3.0,0,0,0,1,0,0,1,1
F00000LWJO,Cullen Glb Hi Div Val Eq I2 USD Ins Acc,3,2,0.0,0.53,0.48,8.24,14.43,13.32,25.34,7.04,5.0,1.0,0.77,10.67,4467773.0,48077.17969,3,-2.18,1.02,93.06,13.56,0.39,3,1,2.0,0,0,1,0,0,0,1,1
F0GBR04HZO,Generali IS SRI European Equity DX,3,3,0.0,1.07,2.63,8.61,14.79,12.83,22.58,5.65,5.0,1.71,0.11,4.58,217126765.0,35450.75753,3,-1.54,0.96,98.2,14.79,0.34,2,2,2.0,0,0,0,1,0,0,1,2
F000001U4X,BNY Mellon UK Equity X Acc,5,4,2.4704900000000003,0.04,0.69,8.57,11.38,10.99,15.11,4.52,0.0,0.04,0.09,1.33,690764749.0,23219.09332,3,2.22,0.94,93.76,15.7,0.31,3,1,3.0,0,0,0,1,0,0,1,2
F00000WZG7,Candriam Eqs L Eurp Innovt R EUR Cap,5,3,0.0,1.35,3.11,9.04,16.16,12.8,28.54,14.56,3.5,1.1,0.19,9.42,1345616556.0,20545.31899,3,2.76,0.98,90.14,13.72,0.99,2,3,3.0,1,0,0,1,0,0,1,3
F0GBR05B97,Halifax UK Growth B,3,3,2.45012,-0.45,-0.55,8.58,12.62,11.34,14.29,-0.15,5.0,0.28,0.53,12.92,3880654432.0,17900.74999,3,-2.22,1.04,96.29,17.08,0.04,2,2,2.0,0,0,0,1,0,0,1,2
F00000O7XW,Jupiter UK Mid Cap I GBP Acc,3,5,0.30635999999999997,0.59,0.26,8.37,15.88,8.07,34.51,5.23,0.0,0.92,0.18,12.5,3528579153.0,3325.19961,5,0.95,1.15,87.42,27.12,0.3,2,2,3.0,1,0,0,0,1,0,2,3
F00000OO8L,M\u0026G UK Select GBP I Acc,5,2,1.37212,-0.57,1.02,7.58,10.47,6.74,18.98,5.18,0.0,0.7,0.14,2.08,556768207.0,7414.8761700000005,3,3.48,0.96,87.97,16.62,0.37,3,3,3.0,1,0,0,1,0,0,2,3
F00000XKW9,ASI European Equity Enhanced Index X Acc,3,3,1.7810700000000002,1.49,6.12,11.95,13.73,12.8,27.25,8.95,0.0,0.02,0.41,6.25,290482520.0,41683.95841,3,-0.63,1.07,97.96,16.4,0.56,2,1,3.0,0,0,0,0,0,1,1,2
F00000WALO,TM CRUX European I EUR Acc,2,3,0.29955,1.77,5.3,6.78,15.78,11.61,30.29,7.8,0.0,0.97,0.24,5.58,178929825.0,27722.84065,3,-2.04,1.03,93.36,16.25,0.45,2,1,2.0,0,0,0,0,0,1,1,3
F0GBR06LYY,SPW Multi-Manager UK Eq Focus A Acc,3,4,1.0820100000000001,0.15,0.65,8.97,15.71,13.86,21.02,2.08,5.0,0.09,0.12,21.42,1564574160.0,10751.62579,4,-0.22,1.12,94.81,18.58,0.15,2,2,2.0,0,0,0,1,0,0,1,1
F00000286V,Amundi MSCI EMU ESG Ldrs Sel AE-C,4,4,0.0,0.02,0.91,7.03,15.83,14.94,27.01,7.03,4.5,0.3,-0.03,9.67,1914542369.0,37741.550839999996,3,-0.28,1.02,99.11,18.3,0.39,3,3,3.0,0,0,0,1,0,0,1,2
F00000PZ8X,Close FTSE TechMark X Acc,2,2,0.9142600000000001,-0.43,1.85,9.26,10.49,7.58,24.72,13.26,0.0,0.67,0.14,5.67,45531548.0,3535.1178700000005,4,-5.97,0.91,69.52,17.92,0.75,2,2,2.0,1,0,0,0,0,1,2,2
F0GBR04VE4,Macquarie Valueinvest LUX Global A Cap,3,3,0.0,0.93,1.77,5.97,11.0,11.06,13.46,8.57,5.0,1.8,0.11,19.5,518603329.0,29837.40862,1,0.45,0.62,80.19,10.35,0.69,2,2,2.0,0,0,0,1,0,0,1,1
FOGBR05JLL,Fidelity FAST Europe A-ACC-EUR,4,5,0.0,2.45,5.37,7.44,10.55,9.34,18.36,13.85,5.25,1.92,0.16,3.92,831660108.0,26175.73181,3,1.68,0.99,86.92,14.44,0.87,3,3,3.0,0,0,0,1,0,0,1,3
F00000W6KO,UBS (Lux) ES German HiDiv € Q-acc,3,3,0.0,0.39,2.63,7.84,17.7,15.42,23.02,4.13,3.0,1.08,0.03,8.92,40130476.0,31302.155089999997,4,-3.32,1.1,97.5,21.4,0.23,3,1,3.0,1,0,0,0,0,1,1,1
F00000QKW2,LF Canlife UK Equity B Acc,1,3,1.3886,0.12,0.24,9.1,14.25,13.25,18.34,0.34,4.75,1.04,0.77,7.67,662673809.0,22067.70508,4,-1.62,1.12,94.31,18.68,0.08,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR053MX,Liontrust Sust Fut Eurp Gr 2 Net Acc,4,5,0.42167,2.61,4.39,6.32,7.67,5.38,26.55,11.43,0.0,0.9,-0.01,20.33,462348793.0,12527.36144,2,3.65,0.89,89.01,14.65,0.79,2,2,3.0,0,0,0,0,0,1,1,3
F000002IQX,CCLA CBF CoE UK Equity Acc,5,5,0.0,0.99,0.74,7.38,11.63,8.69,18.08,8.75,0.0,0.83,0.15,16.5,76356515.0,11490.759590000001,1,7.07,0.65,69.9,12.63,0.7,3,1,3.0,0,0,1,0,0,0,1,3
F0GBR04AX4,AS SICAV I UK Eq A Acc GBP,3,4,0.0,-0.38,0.81,7.59,9.08,6.08,15.42,6.09,5.0,1.7,0.21,0.75,37105299.0,7939.85565,2,4.32,0.96,78.98,17.46,0.4,2,3,3.0,0,1,0,0,0,0,2,3
F0GBR06J42,TB Saracen UK Alpha B Acc,4,2,0.33050999999999997,-0.15,1.99,14.16,27.14,20.91,46.76,8.63,0.0,1.21,0.43,4.0,14297318.0,1135.11045,5,7.66,1.58,87.79,27.29,0.44,2,2,2.0,0,1,0,0,0,0,3,2
F00000QDUX,DPAM INVEST B RealEst Eur Sus W,4,4,0.0,2.73,6.99,15.27,17.13,13.39,21.76,4.83,2.0,0.88,0.08,21.5,448693792.0,4921.17386,3,-0.86,1.0,98.94,17.25,0.24,3,3,3.0,1,0,0,0,0,1,2,2
F0GBR05AAU,Scottish Widows UK Growth B,2,3,1.80613,0.43,0.19,7.6,12.3,10.57,13.9,-0.76,7.0,0.32,0.54,8.58,2219263012.0,18545.94506,4,-2.77,1.06,92.72,17.78,0.01,2,2,2.0,0,0,0,1,0,0,1,1
F00000YV7N,ASI UK Impact Employ Opprt Eq Inst Acc,4,4,0.45719,-0.02,1.1,11.02,20.89,15.4,26.78,8.35,0.0,0.97,0.06,3.33,6986015.0,2152.39344,5,7.05,1.34,79.1,24.42,0.44,2,3,3.0,0,0,0,1,0,0,2,2
F00000VMS4,CPR Invest Euro High Dividend I Acc,3,3,0.0,-0.14,0.64,6.69,16.0,14.45,27.26,3.74,5.0,1.15,0.0,6.25,11201359.0,20945.849309999998,3,-3.03,0.96,97.25,17.37,0.23,3,3,3.0,1,1,0,0,0,0,1,1
F00000W6D7,Santander Equity Income R Acc,4,3,3.27149,0.23,0.7,10.75,18.72,13.42,23.95,5.6,0.0,0.53,0.15,0.67,136470607.0,7706.5783,3,3.46,1.16,91.36,19.55,0.34,2,1,2.0,0,0,1,0,0,0,2,1
F0GBR04S4P,JPM Europe A Net Acc,3,2,1.60712,1.21,5.94,11.2,14.96,12.77,29.46,7.37,0.0,1.39,0.24,9.75,136596972.0,32837.09207,4,-2.54,1.12,97.52,17.4,0.45,3,3,3.0,0,0,0,0,0,1,1,2
F0GBR05SLX,Candriam Quant Equities Europe I Acc EUR,4,3,0.0,0.73,2.39,9.53,19.96,17.88,29.5,7.39,0.0,0.75,0.37,18.25,359865450.0,34482.34393,3,-0.36,0.99,98.82,15.19,0.43,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR04VDH,Russell Inv Continental Eurp Eq A,3,2,0.92915,0.65,2.72,10.27,20.78,18.07,35.94,8.4,0.0,0.9,0.2,2.25,362771719.0,18513.89664,4,-2.29,1.12,98.02,17.31,0.46,2,2,2.0,0,0,0,0,0,1,1,2
F000005NTS,BNP Paribas Euro Defensive Equity C C,1,5,0.0,0.76,2.88,8.49,15.8,14.94,26.58,3.55,3.0,1.57,0.42,4.92,104007178.0,30527.95645,1,-6.62,0.89,83.59,12.11,0.24,3,3,3.0,0,0,0,1,0,0,1,1
F0000044E6,Montanaro European Smlr Companies Acc €,3,4,0.0,0.25,6.33,8.17,19.18,11.88,39.32,12.41,0.0,1.59,1.16,2.92,435004759.0,3260.79454,1,5.28,0.8,88.6,16.87,0.75,2,2,2.0,0,0,0,0,1,0,2,3
FOGBR05TW2,SVM All Europe SRI A Acc,3,2,0.0,-0.34,2.61,14.38,23.75,21.65,40.87,8.03,5.25,2.0,0.71,14.67,20420288.0,3588.95964,5,-0.4,1.38,89.99,22.02,0.44,2,3,3.0,0,1,0,0,0,0,2,1
F0GBR06L03,Thesis KES Equity Fund Equity Acc,1,3,0.0,0.04,-0.21,7.07,6.78,7.02,11.53,3.57,7.5,1.13,0.5,9.08,17640210.0,71003.41011,4,-7.26,1.0,92.85,14.55,0.28,2,2,3.0,0,0,0,1,0,0,1,2
F00000YXWS,iShares Europe ex-UK Idx (IE) D Acc €,4,3,0.0,1.11,3.31,9.9,17.63,15.41,28.12,10.45,0.0,0.1,0.0,15.08,2461245493.0,41448.8345,2,0.53,1.01,99.72,15.59,0.62,3,1,3.0,0,0,0,0,0,1,1,2
F00000VIF4,VT Castlebay UK Equity B Accumulation,4,4,1.9432599999999998,0.39,-0.48,10.4,7.42,7.07,15.16,8.1,0.0,0.8,0.31,6.42,419638115.0,11725.60931,1,6.29,0.78,76.74,14.48,0.58,1,1,2.0,0,1,0,0,0,0,1,2
F00000Z0AM,LO Funds Continen Eurp FamilyLdrs EUR MA,3,2,0.0,0.39,2.73,11.71,23.68,17.1,46.02,11.14,5.0,1.36,0.17,4.08,123318764.0,1437.81556,3,0.86,0.96,92.79,20.05,0.58,2,2,2.0,0,0,0,0,1,0,3,3
F000000EVD,Fidelity European Growth A-Acc-EUR,3,2,0.0,1.36,3.34,6.21,15.54,13.17,23.3,3.45,5.25,1.89,0.1,1.92,5955303543.0,32684.21962,4,-4.3,1.08,97.46,16.5,0.2,3,3,3.0,0,0,0,1,0,0,1,1
F0GBR04ABX,Invesco Pan European Sm Cp Eq A EUR Acc,2,3,0.0,0.31,4.29,6.23,26.59,18.88,61.59,8.22,5.0,2.09,1.15,1.08,78465818.0,1462.21398,3,-1.37,1.05,92.08,21.68,0.41,3,3,3.0,0,0,0,0,1,0,3,2
F00000XQDE,HL Select UK Growth A Acc,4,5,1.2053399999999999,0.09,-0.25,6.19,5.64,2.19,10.4,5.94,3.0,1.1,0.15,4.5,419638115.0,11548.23357,1,4.26,0.82,78.18,15.04,0.43,3,2,2.0,0,1,0,0,0,0,2,3
F00000MAI0,L\u0026G UK Equity Income F Acc,1,3,2.87332,0.54,-0.31,6.84,15.25,13.64,20.24,-1.33,0.0,1.03,0.42,3.67,244430385.0,14182.2868,4,-3.2,1.4,91.16,23.73,0.03,3,3,3.0,0,0,1,0,0,0,1,1
F00000QS7C,Mirova Euro Sustainable Equity R/A EUR,3,5,0.0,0.41,1.39,7.66,14.18,12.59,25.8,7.8,4.0,1.85,0.06,7.58,854655902.0,25315.46508,2,0.92,0.95,98.61,17.32,0.45,3,3,3.0,1,0,0,1,0,0,1,2
F00000ZMH5,Baillie Gifford UK and Worldwide Eq B,4,2,0.91371,0.38,0.19,6.72,9.82,6.79,30.59,12.11,0.0,0.47,0.1,3.75,572032000.0,14253.42916,4,-0.98,1.19,94.29,17.41,0.72,2,3,3.0,0,1,0,0,0,0,1,3
F0GBR04RN2,Baillie Gifford European A Acc,5,4,0.0,1.56,5.86,7.11,7.21,5.06,38.55,18.67,0.0,1.4,0.14,10.17,2503749000.0,19383.74557,4,10.27,0.89,65.91,17.79,1.02,2,3,3.0,0,0,0,0,0,1,1,3
